Ngày,Giá_Vàng_TG_USD,Tỷ_Giá_USD_VND,Giá_Quy_Đổi_Triệu_Đồng,Giá_SJC_Triệu_Đồng,Chênh_Lệch_SJC_TG,SMA_7,SMA_30,Lợi_Suất_%,Tháng_Năm
2025-12-12,4300.1,26300.0,136.35,139.25,2.9,137.14,134.04,0.13,2025-12
2025-12-15,4306.7,26303.0,136.57,139.47,2.9,137.54,134.37,0.16,2025-12
2025-12-16,4304.5,26290.0,136.44,139.34,2.9,137.92,134.74,-0.1,2025-12
2025-12-17,4347.5,26310.0,137.91,140.81,2.9,138.64,135.13,1.05,2025-12
2025-12-18,4339.5,26300.0,137.6,140.5,2.9,139.23,135.51,-0.22,2025-12
2025-12-19,4361.4,26285.0,138.21,141.11,2.9,139.94,135.89,0.44,2025-12
2025-12-22,4444.6,26265.0,140.74,143.64,2.9,140.59,136.24,1.79,2025-12
2025-12-23,4482.8,26300.0,142.14,145.04,2.9,141.42,136.65,0.97,2025-12
2025-12-24,4480.6,26326.0,142.21,145.11,2.9,142.22,136.95,0.05,2025-12
2025-12-26,4529.1,26277.0,143.49,146.39,2.9,143.23,137.31,0.88,2025-12
2025-12-29,4325.1,26255.0,136.91,139.81,2.9,143.09,137.55,-4.49,2025-12
2025-12-30,4370.1,26245.0,138.28,141.18,2.9,143.18,137.85,0.98,2025-12
2025-12-31,4325.6,26225.0,136.77,139.67,2.9,142.98,138.11,-1.07,2025-12
2026-01-02,4314.4,26295.0,136.78,139.68,2.9,142.41,138.35,0.01,2026-01
2026-01-05,4436.9,26295.0,140.66,143.56,2.9,142.2,138.74,2.78,2026-01
2026-01-06,4482.2,26269.0,141.96,144.86,2.9,142.16,139.15,0.9,2026-01
2026-01-07,4449.3,26274.0,140.94,143.84,2.9,141.8,139.51,-0.7,2026-01
2026-01-08,4449.7,26271.0,140.94,143.84,2.9,142.37,139.83,-0.0,2026-01
2026-01-09,4490.3,26230.0,142.0,144.9,2.9,142.91,140.15,0.74,2026-01
2026-01-12,4604.3,26225.0,145.58,148.48,2.9,144.17,140.6,2.47,2026-01
2026-01-13,4589.2,26270.0,145.35,148.25,2.9,145.39,140.97,-0.15,2026-01
2026-01-14,4626.3,26250.0,146.41,149.31,2.9,146.21,141.36,0.72,2026-01
2026-01-15,4616.3,26230.0,145.99,148.89,2.9,146.79,141.8,-0.29,2026-01
2026-01-16,4588.4,26230.0,145.1,148.0,2.9,147.38,142.19,-0.59,2026-01
2026-01-19,4588.4,26235.0,145.13,148.03,2.9,147.98,142.57,0.02,2026-01
2026-01-20,4759.6,26225.0,150.49,153.39,2.9,149.19,143.13,3.62,2026-01
2026-01-21,4831.8,26264.0,153.0,155.9,2.9,150.25,143.8,1.64,2026-01
2026-01-22,4908.8,26225.0,155.21,158.11,2.9,151.66,144.52,1.42,2026-01
2026-01-23,4976.2,26267.0,157.59,160.49,2.9,153.26,145.33,1.51,2026-01
2026-01-26,5079.7,26205.0,160.49,163.39,2.9,155.33,146.14,1.81,2026-01
2026-01-27,5079.9,26181.0,160.35,163.25,2.9,157.51,146.94,-0.09,2026-01
2026-01-28,5301.6,26130.0,167.02,169.92,2.9,160.63,147.96,4.09,2026-01
2026-01-29,5318.4,26020.0,166.84,169.74,2.9,162.97,148.97,-0.1,2026-01
2026-01-30,4713.9,25950.0,147.48,150.38,2.9,162.18,149.29,-11.41,2026-01
2026-02-02,4622.5,25880.0,144.23,147.13,2.9,160.61,149.51,-2.16,2026-02
2026-02-03,4903.7,25970.0,153.54,156.44,2.9,160.04,150.02,6.33,2026-02
2026-02-04,4920.4,26000.0,154.24,157.14,2.9,159.14,150.47,0.45,2026-02
2026-02-05,4861.4,25978.0,152.26,155.16,2.9,157.99,150.81,-1.26,2026-02
2026-02-06,4951.2,25940.0,154.85,157.75,2.9,156.25,151.23,1.67,2026-02
2026-02-09,5050.9,25900.0,157.72,160.62,2.9,154.95,151.7,1.82,2026-02
2026-02-10,5003.8,25860.0,156.01,158.91,2.9,156.16,152.34,-1.07,2026-02
2026-02-11,5071.6,25840.0,158.0,160.9,2.9,158.13,153.0,1.25,2026-02
2026-02-12,4923.7,25950.0,154.05,156.95,2.9,158.2,153.57,-2.46,2026-02
2026-02-13,5022.0,25910.0,156.88,159.78,2.9,158.58,154.24,1.81,2026-02
2026-02-16,5022.0,25920.0,156.94,159.84,2.9,159.25,154.79,0.04,2026-02
2026-02-17,4882.9,25920.0,152.59,155.49,2.9,158.93,155.14,-2.72,2026-02
2026-02-18,4986.5,25920.0,155.83,158.73,2.9,158.66,155.64,2.08,2026-02
2026-02-19,4975.9,25920.0,155.5,158.4,2.9,158.58,156.12,-0.21,2026-02
2026-02-20,5059.3,25920.0,158.11,161.01,2.9,158.6,156.66,1.65,2026-02
2026-02-23,5204.7,25920.0,162.65,165.55,2.9,159.83,157.23,2.82,2026-02
2026-02-24,5155.8,26080.0,162.12,165.02,2.9,160.58,157.79,-0.32,2026-02
2026-02-25,5206.4,26180.0,164.33,167.23,2.9,161.63,158.38,1.34,2026-02
2026-02-26,5176.5,26099.0,162.89,165.79,2.9,163.1,158.95,-0.87,2026-02
2026-02-27,5230.5,26030.0,164.15,167.05,2.9,164.29,159.58,0.76,2026-02
2026-03-02,5294.4,26040.0,166.22,169.12,2.9,165.82,160.29,1.24,2026-03
2026-03-03,5107.4,26160.0,161.09,163.99,2.9,166.25,160.64,-3.03,2026-03
2026-03-04,5120.2,26150.0,161.43,164.33,2.9,166.07,160.92,0.21,2026-03
2026-03-05,5065.3,26165.0,159.79,162.69,2.9,165.74,161.07,-1.0,2026-03
2026-03-06,5146.1,26210.0,162.62,165.52,2.9,165.5,161.24,1.74,2026-03
2026-03-09,5091.5,26180.0,160.71,163.61,2.9,165.19,161.25,-1.15,2026-03
2026-03-10,5229.7,26245.0,165.48,168.38,2.9,165.38,161.42,2.92,2026-03
2026-03-11,5167.4,26175.0,163.07,165.97,2.9,164.93,161.29,-1.43,2026-03
2026-03-12,5115.8,26190.0,161.54,164.44,2.9,164.99,161.11,-0.93,2026-03
2026-03-13,5052.5,26240.0,159.84,162.74,2.9,164.76,161.52,-1.03,2026-03
2026-03-16,4994.0,26271.0,158.18,161.08,2.9,164.53,161.99,-1.02,2026-03
2026-03-17,5001.0,26260.0,158.33,161.23,2.9,163.92,162.15,0.1,2026-03
2026-03-18,4889.9,26280.0,154.93,157.83,2.9,163.1,162.17,-2.11,2026-03
2026-03-19,4600.7,26300.0,145.88,148.78,2.9,160.3,161.96,-5.74,2026-03
2026-03-20,4570.4,26255.0,144.67,147.57,2.9,157.67,161.62,-0.81,2026-03
2026-03-23,4404.1,26285.0,139.57,142.47,2.9,154.53,161.01,-3.46,2026-03
2026-03-24,4399.3,26339.0,139.7,142.6,2.9,151.65,160.47,0.09,2026-03
2026-03-25,4549.8,26350.0,144.54,147.44,2.9,149.7,160.02,3.39,2026-03
2026-03-26,4375.5,26341.0,138.96,141.86,2.9,146.94,159.52,-3.79,2026-03
2026-03-27,4492.0,26348.0,142.69,145.59,2.9,145.19,159.04,2.63,2026-03
2026-03-30,4526.0,26320.0,143.62,146.52,2.9,144.87,158.6,0.64,2026-03
2026-03-31,4647.6,26335.0,147.56,150.46,2.9,145.28,158.43,2.69,2026-03
2026-04-01,4783.2,26323.0,151.8,154.7,2.9,147.03,158.3,2.82,2026-04
2026-04-02,4651.5,26310.0,147.55,150.45,2.9,148.15,158.03,-2.75,2026-04
2026-04-03,4651.5,26310.0,147.55,150.45,2.9,148.58,157.68,0.0,2026-04
2026-04-06,4656.8,26318.0,147.76,150.66,2.9,149.83,157.19,0.14,2026-04
2026-04-07,4657.1,26312.0,147.74,150.64,2.9,150.55,156.71,-0.02,2026-04
2026-04-08,4749.5,26305.0,150.63,153.53,2.9,151.56,156.25,1.92,2026-04
2026-04-09,4792.2,26304.0,151.98,154.88,2.9,152.19,155.89,0.88,2026-04
2026-04-10,4761.9,26320.0,151.11,154.01,2.9,152.09,155.45,-0.56,2026-04
2026-04-13,4742.4,26335.0,150.57,153.47,2.9,152.52,154.93,-0.35,2026-04
2026-04-14,4825.0,26325.0,153.14,156.04,2.9,153.32,154.67,1.67,2026-04
2026-04-15,4800.0,26340.0,152.43,155.33,2.9,153.99,154.37,-0.45,2026-04
2026-04-16,4785.4,26302.0,151.75,154.65,2.9,154.56,154.1,-0.44,2026-04
2026-04-17,4857.6,26300.0,154.03,156.93,2.9,155.04,153.81,1.47,2026-04
2026-04-20,4806.6,26313.0,152.49,155.39,2.9,155.12,153.54,-0.98,2026-04
2026-04-21,4698.4,26308.0,149.02,151.92,2.9,154.82,152.99,-2.23,2026-04
2026-04-22,4732.5,26325.0,150.2,153.1,2.9,154.77,152.56,0.78,2026-04
2026-04-23,4705.1,26320.0,149.31,152.21,2.9,154.22,152.15,-0.59,2026-04
2026-04-24,4722.3,26294.0,149.7,152.6,2.9,153.83,151.81,0.26,2026-04
2026-04-27,4675.4,26350.0,148.53,151.43,2.9,153.37,151.49,-0.77,2026-04
2026-04-28,4591.5,26350.0,145.87,148.77,2.9,152.2,151.08,-1.76,2026-04
2026-04-29,4545.2,26330.0,144.29,147.19,2.9,151.03,150.72,-1.06,2026-04
2026-04-30,4614.7,26355.0,146.63,149.53,2.9,150.69,150.75,1.59,2026-04
2026-05-01,4629.9,26355.0,147.11,150.01,2.9,150.25,150.83,0.32,2026-05
2026-05-04,4519.5,26355.0,143.61,146.51,2.9,149.43,150.96,-2.34,2026-05
2026-05-05,4555.8,26312.0,144.52,147.42,2.9,148.69,151.12,0.63,2026-05
2026-05-06,4681.9,26280.0,148.34,151.24,2.9,148.67,151.25,2.59,2026-05
2026-05-07,4699.8,26320.0,149.14,152.04,2.9,149.13,151.59,0.52,2026-05
2026-05-08,4720.4,26260.0,149.45,152.35,2.9,149.87,151.81,0.21,2026-05
2026-05-11,4718.7,26306.0,149.66,152.56,2.9,150.3,152.02,0.14,2026-05
2026-05-12,4677.6,26320.0,148.43,151.33,2.9,150.49,152.04,-0.8,2026-05
2026-05-13,4697.7,26299.0,148.95,151.85,2.9,151.26,151.95,0.34,2026-05
2026-05-14,4678.1,26317.0,148.43,151.33,2.9,151.81,151.98,-0.34,2026-05
2026-05-15,4555.8,26340.0,144.68,147.58,2.9,151.29,151.88,-2.48,2026-05
2026-05-18,4552.5,26350.0,144.63,147.53,2.9,150.65,151.78,-0.03,2026-05
2026-05-19,4506.3,26327.0,143.04,145.94,2.9,149.73,151.62,-1.08,2026-05
2026-05-20,4531.3,26329.0,143.84,146.74,2.9,148.9,151.4,0.55,2026-05
2026-05-21,4539.8,26355.0,144.25,147.15,2.9,148.3,151.14,0.28,2026-05
2026-05-22,4521.0,26350.0,143.63,146.53,2.9,147.54,150.89,-0.42,2026-05
2026-05-25,4521.0,26340.0,143.57,146.47,2.9,146.85,150.66,-0.04,2026-05
2026-05-26,4500.4,26322.0,142.82,145.72,2.9,146.58,150.31,-0.51,2026-05
2026-05-27,4447.5,26294.0,140.99,143.89,2.9,146.06,149.93,-1.26,2026-05
2026-05-28,4499.3,26273.0,142.52,145.42,2.9,145.99,149.62,1.06,2026-05
2026-05-29,4560.5,26326.0,144.75,147.65,2.9,146.12,149.31,1.53,2026-05
2026-06-01,4475.2,26255.0,141.66,144.56,2.9,145.75,148.95,-2.09,2026-06
2026-06-02,4489.1,26265.0,142.15,145.05,2.9,145.54,148.72,0.34,2026-06
2026-06-03,4436.7,26275.0,140.55,143.45,2.9,145.11,148.4,-1.11,2026-06
2026-06-04,4475.8,26290.0,141.87,144.77,2.9,144.97,148.15,0.92,2026-06
2026-06-05,4337.1,26275.0,137.39,140.29,2.9,144.46,147.74,-3.09,2026-06
2026-06-08,4335.9,26270.0,137.33,140.23,2.9,143.71,147.37,-0.05,2026-06
2026-06-09,4260.0,26285.0,135.0,137.9,2.9,142.32,147.01,-1.66,2026-06
2026-06-10,4108.2,26270.0,130.12,133.02,2.9,140.67,146.54,-3.54,2026-06
2026-06-11,4090.3,26265.0,129.53,132.43,2.9,138.87,145.97,-0.44,2026-06
2026-06-12,4215.0,26325.0,133.78,136.68,2.9,137.9,145.52,3.21,2026-06
2026-06-15,4328.0,26250.0,136.97,139.87,2.9,137.2,145.3,2.34,2026-06
2026-06-16,4330.9,26230.0,136.96,139.86,2.9,137.14,145.05,-0.01,2026-06
2026-06-17,4358.9,26240.0,137.9,140.8,2.9,137.22,144.7,0.67,2026-06
2026-06-18,4224.1,26265.0,133.76,136.66,2.9,137.05,144.19,-2.94,2026-06
2026-06-19,4224.1,26270.0,133.79,136.69,2.9,137.57,143.66,0.02,2026-06
2026-06-22,4181.9,26265.0,132.43,135.33,2.9,137.98,143.09,-1.0,2026-06
2026-06-23,4129.9,26315.0,131.03,133.93,2.9,137.59,142.51,-1.03,2026-06
2026-06-24,3990.3,26265.0,126.36,129.26,2.9,136.07,141.76,-3.49,2026-06
2026-06-25,4030.5,26330.0,127.95,130.85,2.9,134.79,141.07,1.23,2026-06
2026-06-26,4078.7,26315.0,129.4,132.3,2.9,133.57,140.57,1.11,2026-06
2026-06-29,4022.3,26245.0,127.27,130.17,2.9,132.65,139.99,-1.61,2026-06
2026-06-30,4022.9,26230.0,127.22,130.12,2.9,131.71,139.46,-0.04,2026-06
2026-07-01,4068.3,26255.0,128.78,131.68,2.9,131.19,138.96,1.2,2026-07
2026-07-02,4112.7,26299.0,130.4,133.3,2.9,131.1,138.5,1.23,2026-07
2026-07-03,4112.7,26285.0,130.33,133.23,2.9,131.67,138.05,-0.05,2026-07
2026-07-06,4155.1,26294.0,131.72,134.62,2.9,132.21,137.66,1.04,2026-07
2026-07-07,4145.3,26299.0,131.44,134.34,2.9,132.5,137.28,-0.21,2026-07
2026-07-08,4070.9,26289.0,129.03,131.93,2.9,132.75,136.88,-1.79,2026-07
2026-07-09,4130.6,26294.0,130.95,133.85,2.9,133.28,136.49,1.45,2026-07
2026-07-10,4104.1,26290.0,130.09,132.99,2.9,133.47,136.0,-0.64,2026-07
2026-07-13,3997.0,26261.0,126.55,129.45,2.9,132.91,135.5,-2.66,2026-07
2026-07-14,4061.1,26250.0,128.53,131.43,2.9,132.66,135.05,1.53,2026-07
2026-07-15,4044.0,26259.0,128.03,130.93,2.9,132.13,134.63,-0.38,2026-07
2026-07-16,3985.6,26254.0,126.16,129.06,2.9,131.37,134.11,-1.43,2026-07
2026-07-17,4012.7,26251.0,127.0,129.9,2.9,131.09,133.76,0.65,2026-07
2026-07-20,4010.3,26292.0,127.12,130.02,2.9,130.54,133.42,0.09,2026-07
2026-07-21,4071.1,26290.0,129.04,131.94,2.9,130.39,133.22,1.47,2026-07
2026-07-22,4146.9,26300.0,131.49,134.39,2.9,131.1,133.27,1.86,2026-07
2026-07-23,4046.6,26305.0,128.34,131.24,2.9,131.07,133.23,-2.35,2026-07
2026-07-24,4067.6,26314.0,129.05,131.95,2.9,131.21,133.07,0.54,2026-07
2026-07-27,4074.5,26300.0,129.2,132.1,2.9,131.65,132.81,0.11,2026-07
2026-07-28,4036.3,26313.0,128.05,130.95,2.9,131.8,132.51,-0.87,2026-07
2026-07-29,4034.7,26330.0,128.08,130.98,2.9,131.93,132.19,0.02,2026-07
2026-07-30,4100.1,26321.0,130.11,133.01,2.9,132.09,132.06,1.55,2026-07
2026-07-31,4049.1,26279.0,128.29,131.19,2.9,131.63,131.88,-1.37,2026-07
2026-08-03,4033.7,26291.0,127.86,130.76,2.9,131.56,131.73,-0.33,2026-08
2026-08-04,4095.4,26286.0,129.79,132.69,2.9,131.67,131.69,1.48,2026-08
2026-08-05,4245.8,26259.0,134.42,137.32,2.9,132.41,131.96,3.49,2026-08
2026-08-06,4242.0,26249.0,134.25,137.15,2.9,133.3,132.17,-0.12,2026-08
2026-08-07,4340.7,26234.0,137.29,140.19,2.9,134.62,132.43,2.22,2026-08
2026-08-10,4361.8,26203.0,137.8,140.7,2.9,135.71,132.78,0.36,2026-08
2026-08-11,4383.0,26150.0,138.19,141.09,2.9,137.13,133.15,0.28,2026-08
2026-08-12,4408.9,26130.0,138.9,141.8,2.9,138.7,133.48,0.5,2026-08
2026-08-13,4363.6,26049.0,137.04,139.94,2.9,139.74,133.7,-1.31,2026-08
2026-08-14,4380.4,26070.0,137.68,140.58,2.9,140.21,133.95,0.46,2026-08
2026-08-17,4417.8,26147.0,139.27,142.17,2.9,140.92,134.2,1.13,2026-08
2026-08-18,4445.0,26200.0,140.41,143.31,2.9,141.37,134.5,0.8,2026-08
